    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
  206     12.3060      0.0000      6.5596      0.1843      25      1.9126
  207     12.4746      0.0000      8.4584      0.2629      25      1.8443
  208     11.8003      2.6972      2.9346      0.5179      16      1.9016
  209     12.6431      5.3944      0.3452      0.7526       8      1.8862
  210     11.8003      8.0916      2.9346      0.5257      17      1.9016
  211     13.4860      6.2373     11.5656      0.8020      35      1.8608
  212     11.9688      8.0916     10.7025      0.4833      35      1.8394
  213     11.8003      8.0916      4.6608      0.1472      17      1.8863
  214     13.4860      9.9459     11.5656      0.8002      35      1.8607
  215     12.6431     10.7888      0.3452      0.7526       9      1.8862
  216     11.8003     13.4860      2.9346      0.5179      18      1.9016
  217     13.4860     15.1717      2.9346      0.4917      18      1.9015
  218     13.4860      1.0114      4.6608      0.2824      16      1.8863
  219     13.4860      0.8429     11.3930      0.7048      34      1.8765
  220     11.8003      2.6972      4.6608      0.1941      16      1.8863
  221     12.3060      3.3715      5.1786      0.0661      16      1.9257
  222     13.4860      4.3830      2.9346      0.4953      16      1.9016
  223     12.8117      5.3944      7.4227      0.3961      26      1.9961
  224     13.4860      4.5515     11.5656      0.6855      34      1.8489
  225     13.3174      6.5744      5.0060      0.3234      17      1.9365
  226     13.3174      9.6088      5.0060      0.3234      17      1.9365
  227     13.4860     11.6317     11.5656      0.6855      36      1.8490
  228     13.4860     11.8003      2.9346      0.4953      18      1.9016
  229     12.8117     10.7888      7.4227      0.3961      27      1.9961
  230     12.3060     12.8117      5.1786      0.0661      18      1.9257
  231     11.8003     13.4860      4.6608      0.1941      18      1.8863
  232     13.4860     15.1717      4.6608      0.2824      18      1.8863
  233     13.4860      1.0114      2.9346      0.4442      16      1.9016
  234     13.4860      4.3830      4.6608      0.1931      16      1.8863
  235     12.8117      3.8772      5.1786      0.0463      16      1.9257
  236     13.4860      6.4059      2.9346      0.4243      17      1.9016
  237     13.4860      9.7774      2.9346      0.4243      17      1.9015
  238     13.4860     11.8003      4.6608      0.1931      18      1.8863
  239     12.8117     12.3060      5.1786      0.0463      18      1.9257
